,TweetId,Text_Only_Informative,Image_Only_Informative,Directed_Hate,Generalized_Hate,Sarcasm,Allegation,Justification,Refutation,Support,Oppose
7304,1048943634295508992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7303,1048945290303168512,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3248,1048945728767365120,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7302,1048952707690717184,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7301,1048953940186976256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3247,1048954149772173313,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7300,1048957533011005440,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7299,1048960563416588288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7298,1048961204788649986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7297,1048961561111531521,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7296,1048962891695763456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7295,1048963087276105728,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7294,1048966645740441601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7293,1048967665086156801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7292,1048968106620739586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7291,1048969903460507648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7290,1048972916589772802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7289,1048973621023178752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7288,1048973660692918272,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7287,1048973732566487041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3246,1048977602654830592,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7286,1048979300693803010,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7285,1048984309749743617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7284,1048984318192709632,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7283,1048988494297673728,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7282,1048991976333266944,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7281,1048994412917915649,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3245,1048997175936647170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7280,1048997972334194688,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7279,1048998691749617664,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7278,1048999355292635136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3244,1049003873182965760,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7277,1049006538604666884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7276,1049007725559132160,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7275,1049012916018667521,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7274,1049012921987223554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7273,1049013392994979840,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7272,1049013399974301697,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7271,1049015182998028288,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7270,1049015189755125760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3243,1049016649020575744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7269,1049017913993310211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7268,1049017921249394689,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7267,1049019077942005763,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7266,1049020964049178624,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7265,1049020970412003329,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7264,1049021947198279680,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7263,1049021955003879427,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7262,1049024006404415489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7261,1049024725064863745,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
85,1049031150767722496,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7260,1049032054095003648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7259,1049032095421616135,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7258,1049032250841595904,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7257,1049045862259859456,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7256,1049055187242037248,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
84,1049067960084529152,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
7255,1049076760560783360,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7254,1049086998697263104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7253,1049087166733852672,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7252,1049099236220882945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7251,1049125287219220481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7250,1049127824190140416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7249,1049131506063605760,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7248,1049140199114956801,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7247,1049140859156008961,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3242,1049142111524872192,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7246,1049156939471618048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7245,1049172955111088128,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3241,1049172972790067201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3240,1049180425929854981,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7244,1049184377505103872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1049184702312009729,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3239,1049185254190338048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7243,1049186870654111744,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7242,1049187651348123648,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7241,1049188907525570561,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7240,1049191491678228480,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3238,1049195591337693184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7239,1049197548794236928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7238,1049200113346854912,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7237,1049204138670792705,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7236,1049206411065012224,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
7235,1049207963997626369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3237,1049208859544313856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7234,1049216178009387008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,1049217016874262529,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7233,1049220889831591936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7232,1049220963445997568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7231,1049224908641730560,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7230,1049229182025322496,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7229,1049230931905658883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7228,1049232641218809857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7227,1049233034283769856,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7226,1049237758059970560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7225,1049238122276560896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7224,1049242921562779648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7223,1049246828003090433,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7222,1049247766608859136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7221,1049249645640265728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7220,1049250631649824768,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7219,1049251744843255808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7218,1049253070234902528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7217,1049253604387897344,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7216,1049254351099842560,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7215,1049254866969755648,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7214,1049255104296222721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3236,1049256750598316033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3235,1049258288943157248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3234,1049258328600207362,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3233,1049261332715986944,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7213,1049262168313647105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7212,1049263075688419328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7211,1049268170014384128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3232,1049268719732412417,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7210,1049268810690285568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7209,1049270692292841472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7208,1049271750880649217,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7207,1049274090660540417,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7206,1049275961450143745,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7205,1049276304045101056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
81,1049276896394055680,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
7204,1049277734990622720,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7203,1049277886929231872,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7202,1049278315373240320,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7201,1049279952271630337,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7200,1049282664421892096,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7199,1049283274764423168,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7198,1049284136488378368,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7197,1049285953955622912,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7196,1049287245474226177,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7195,1049287793241980929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7194,1049288264002277378,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7193,1049291593981689857,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3231,1049293444529586176,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7192,1049298370676674562,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3230,1049299719216930816,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7191,1049306693438328833,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7190,1049306872027795457,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7189,1049309717993082880,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7188,1049313484372992005,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7187,1049314507292639232,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7186,1049315335336337408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3229,1049315463782576128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7185,1049315706758737921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7184,1049317746624872448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7183,1049320011565858817,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3228,1049323555924586496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7182,1049325037684232193,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7181,1049328197832253441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7180,1049328573150978048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7179,1049328860347518977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7178,1049330027664482304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7177,1049330064310095872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3227,1049332306371125249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7176,1049335494520315906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7175,1049335718001172482,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7174,1049336282902679553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3226,1049337025784999936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7173,1049340421376106497,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7172,1049343666907701248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7171,1049343702215213056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1049344615348756484,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3225,1049346524646465537,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7170,1049350818456096768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7169,1049351067765559296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7168,1049351734341058560,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7167,1049352006295412740,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3224,1049358034126954496,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3223,1049358155531079680,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7166,1049358767714959363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7165,1049361073181282305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7164,1049364069965225984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7163,1049365301517799425,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3222,1049369541686353922,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3221,1049371925166874624,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
7162,1049373872653516803,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7161,1049374468035018752,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3220,1049375260255166466,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7160,1049375514866139136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7159,1049379016338264064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7158,1049381219086061573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7157,1049386894876991491,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7156,1049395259812315136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7155,1049396515129544704,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7154,1049399190802112512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7153,1049400115251871744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7152,1049400790513852419,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
